Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
1240843389352617,Sheila Cherfilus-McCormick for Congress,"SHEILA CHERFILUS MCCORMICK FOR CONGRESS, INC",≤100,1
336697153181101,Congressman John Katko,Congressman John Katko,≤100,2
46743242445,Green Mountain Energy Company,Green Mountain Energy,≤100,2
473558703216022,Gabfest,Paul W Queen,≤100,31
175647186421524,Team ENOUGH,Team ENOUGH,≤100,8
510682295654796,Idaho Fish & Wildlife Foundation,Idaho Fish & Wildlife Foundation,≤100,3
1237910926236507,State Representative Nick Schroer,"Friends of Nick Schroer - Josh Murphy, Treasurer",≤100,1
109240430426227,Monika Johnson-Hostler For Congress,MONIKA FOR CONGRESS,≤100,5
182723117043,Chicago Council on Global Affairs,"CHICAGO COUNCIL ON GLOBAL AFFAIRS, THE",≤100,6
244628043923,TravelWise Utah,TravelWise - UDOT,≤100,1
79279853233,Professional Photographers of America,"PROFESSIONAL PHOTOGRAPHERS OF AMERICA, INC.",≤100,2
184350204922184,Alliance for a Better Utah,Alliance for a Better Utah,≤100,5
773787689497438,Chele Farley for Congress,CHELE FARLEY FOR CONGRESS INC.,≤100,14
22978725268,Lutheran Social Service of MN,LUTHERAN SOCIAL SERVICE OF MINNESOTA,≤100,2
111751877511,Emerald Coast Children's Advocacy Center,"EMERALD COAST CHILDREN'S ADVOCACY CENTER, INC.",≤100,5
1475056949212605,Charity Mobile,Charity Mobile,≤100,6
10766391539,POZ Magazine,"CDM PUBLISHING, LLC",≤100,1
752856831508648,Hardin for District Attorney: The New Moore & Hoke County District,Hardin for District Attorney,≤100,10
271424728416,Pete King,PETE KING FOR CONGRESS COMMITTEE,≤100,2
107228297373435,Endangered Species,Kunimichi Michael Takahashi,≤100,2
1945237355733646,Giving Brush,Giving Brush LLC,≤100,3
915445032137036,Amanda Makki for Congress,AMANDA MAKKI FOR CONGRESS,≤100,4
114622329920,Law Offices of Dean Malone,LAW OFFICES OF DEAN MALONE PC,≤100,11
1836138529938551,Greater Half,Billy Benson,≤100,6
1819213871713785,Light the Hoan,Daniel W Hoan Foundation,≤100,3
537571419599372,John Catsimatidis,Cats Roundtable,≤100,2
2011179709101228,Planned Parenthood of Illinois,Planned Parenthood of Illinois,≤100,1
2279403102377714,Judge Lesley Briones,Lesley Briones for Judge Campaign which subscribes to the Code of Fair Campaign Practices,≤100,3
19747724985,United Food Bank,"UNITED FOOD BANK, THE",≤100,1
238633462886816,Supporters of Judge Lou Olivera,Luis John Olivera,≤100,2
386192271549563,Congressman Lee Zeldin,Congressman Lee Zeldin,≤100,8
111878990214714,Trent Sutton,Sutton for Congress,≤100,5
202832330558944,Harbor Branch Oceanographic Institute Foundation,Harbor Branch Oceanographic Institute Foundation,≤100,2
1973349156035030,New Jersey Children's Foundation,NJ Childrens Foundation,≤100,5
321461017954658,Congressman Steven Horsford,The Office of Congressman Steven Horsford,≤100,2
168857193154545,Barry Moore Republican for Congress,BARRY MOORE FOR CONGRESS,≤100,4
258681898404253,Manu Lail for Collin County Democratic Party Chair,Manu Lail Campaign,≤100,4
1312233132124789,Millennial Policy Center,LIBERTY DAY,≤100,4
109637125764343,Population Connection,Population Connection,≤100,9
127381574045444,Ellen Rosenblum,Elect Ellen Rosenblum for Attorney General,≤100,5
316498251698370,Adam Gray for Assembly,Gray for Assembly 2020,≤100,1
114223356714598,Adrienne Woods for State Representative,Adrienne for Arkansas,≤100,1
165427147465098,Oklahoma Rural Association,"Oklahoma Rural Association, LLC",≤100,3
355223168416491,Alex Morse for Congress,ALEX MORSE FOR CONGRESS,≤100,2
393656900730519,Rishi Kumar for Congress 2020,KUMAR FOR CONGRESS 2020,≤100,4
169204449790211,Conservative News Today,"BizPac Review, Inc.",≤100,2
102047517918,The Commonwealth Fund,"COMMONWEALTH FUND, THE",≤100,3
103507411123766,Splentify,Splentify,≤100,2
341534259844023,Marco Serna,Marco for Congress,≤100,6
215915951780663,Louisiana Chemical Association,Louisiana Chemical Association,≤100,4
241247646424302,Jahana Hayes,FRIENDS OF JAHANA HAYES,≤100,7
1402163209843649,Our.News,Our.News Holdings Inc.,≤100,1
1690071827911682,Cleancult,These ads ran without a disclaimer,≤100,29
1927977257228284,Jack Murphy,I Love My Freedom,≤100,1
274832266741073,Thomas West for Judge,Thomas West Campaign,≤100,4
167968013767335,Julie Oliver,JULIE OLIVER FOR CONGRESS,≤100,2
1375176479368494,Mayor Richard Molina,Dalia De Luna Molina,≤100,1
1270544069662636,Oregon Coalition for Affordable Prescriptions,Oregon Coalition for Affordable Prescriptions,≤100,59
173380886407461,Team Amash,JUSTIN AMASH FOR CONGRESS,≤100,1
19010003406,Elisabeth Haub School of Law at Pace University,Pace University Law School,≤100,19
135403453167990,Texas Veterans Commission,Texas Veterans Commission,≤100,4
280525378650885,Steve Toth for Texas,Steve Toth for Texas,≤100,3
122037065517,American Immigration Council,American Immigration Council,≤100,4
104329699641957,Rep. Paul Gosar,the Office of Rep. Paul Gosar,≤100,6
83673249645,Planned Parenthood Great Plains,Planned Parenthood Great Plains,≤100,5
119185877167,National Committee on U.S.-China Relations,"NATIONAL COMMITTEE ON UNITED STATES-CHINA RELATIONS, INC.",≤100,1
37567141047,Weston Martinez,Weston Charles Martinez,≤100,3
1021871651184924,Consumers for Sensible Energy,Consumers for Sensible Energy,≤100,1
657708380952174,Voices of the Civil Rights Movement,Comcast,≤100,1
111417456906008,Re-Elect Commissioner Meyers,Andy Meyers Campaign,≤100,2
2327804674136406,We Drive Progress,SEIU 1021,≤100,1
513144069179059,Parents for Public Charter Schools,Parents For Public Charter Schools,≤100,1
322870825821,Macmillan Audio,Dakota Cohen,≤100,1
100250778083950,Randy Fairbanks,Committee to Elect Randy Fairbanks,≤100,1
363379114521970,Mental Health for US,CURA Strategies,≤100,12
145380305523723,Secure America Now,Secure America Now,≤100,4
653076538223048,Pennsylvania Firearms Association,Pennsylvania Firearms Association,≤100,6
6851405967,CREDO Mobile,"CREDO MOBILE, INC.",≤100,3
150322194563,PASA Primates: Pan African Sanctuary Alliance,PAN AFRICAN SANCTUARIES ALLIANCE,≤100,1
1825495131075739,Amazon Frontlines,Alexander Merrim Goff,≤100,1
109333070567609,In the Line of Fire,In the Line of Fire,≤100,4
287406281315655,California Nurses Association,California Nurses Association,≤100,2
409992859190869,Elect Joel Levy - Mecklenburg County Commission - Republican District 6,Committee to Elect Joel Levy,≤100,5
108853440604017,My Neighborhood Matters,My Neighborhood Matters,≤100,1
169042736456594,All Out,"All Out Action Fund, Inc.",≤100,3
2345293012156829,Willie Jones 2020,Willie Jones 2020 Democrat for Broward County Sheriff,≤100,4
103246576384034,Keep Scottsdale Special,Robert William Littlefield,≤100,1
359651584655941,Luisa del Rosal,Luisa Del Rosal Campaign,≤100,19
1955471264486935,The Colorado Sun,The Colorado Sun,≤100,2
427157854502779,Tripp Fitzner for District Attorney,John A Fitzner,≤100,2
88248418523,Generation West Virginia,"GENERATION WEST VIRGINIA, INC.",≤100,13
549246618935463,Epstein for Supreme Court,Epstein for Supreme Court,≤100,6
128972837208896,Senator Sean Bennett,Sean Bennett,≤100,4
90072588167,Education Minnesota,EDUCATION MINNESOTA,≤100,1
341036202607871,Americans for Prosperity - South Carolina,AMERICANS FOR PROSPERITY,≤100,1
104262750932326,Gina Parker,Gina Parker Campaign,≤100,1
33532222308,WILD Foundation,"INTERNATIONAL WILDERNESS LEADERSHIP (WILD) FOUNDATION, INC. THE",≤100,1
1449073545419430,The Lone Liberal Republican,Arthur Winter,≤100,1
115921231790158,Bold Futures,YOUNG WOMEN UNITED INC,≤100,2
1534221606885364,Paul Campbell,Paul Campbell for Senate,≤100,7
283627317761,Atlanta Mission,Atlanta Mission,≤100,65
32802178807,Homes For Our Troops,Homes For Our Troops,≤100,7
106138222116,New York Civil Liberties Union,NYCLU,≤100,2
855135964527710,Trent Kelly,KELLY FOR CONGRESS,≤100,2
569889233030191,The LIBRE Initiative Colorado,The Libre Initiative,≤100,2
43544576780,ASU Foundation,Arizona State University Foundation For A New American University,≤100,1
109754403848315,Illinois Results Not Rancor PAC,Illinois Results Not Rancor PAC,≤100,6
140464948519,Community Food Bank of Central Alabama,Community Food Bank of Central Alabama,≤100,3
114307956683595,Dale Soltis For Summit County Sheriff,Dale A Soltis,≤100,4
1954505561455608,Paul TenHaken,Next Generation Leadership PAC,≤100,1
142370046577999,Shahid Buttar for Congress,Shahid Buttar for Congress Committee,≤100,9
1258030804363347,Priorities Wisconsin,Priorities USA,≤100,4
573084822773932,Joe Perkins for Circuit Judge Campaign Committee,Joe Perkins for Circuit Judge Campaign Committee,≤100,4
200224630053159,Ben McAdams,FRIENDS OF BEN MCADAMS,≤100,83
102950803268,Food Bank of the Southern Tier,Food Bank of the Southern Tier,≤100,4
128801850466780,The Animal Foundation,The Animal Foundation,≤100,3
100968601397796,Jackson County Solar,Jackson County Solar,≤100,1
248177568572993,Win With Wuliger,Friends of Wuliger,≤100,9
103520677807810,Bosisi Designs,.DEANA FRANCOISE CHENEY,≤100,2
111678263668700,Dade Can Do Better,Accountability In Government,≤100,4
317917411935913,March for Science,March For Science,≤100,2
390560688135747,Public Editor Press,"Public Editor Press, Inc",≤100,29
342006339184405,National Children's Alliance,NATIONAL CHILDRENS ALLIANCE INC,≤100,5
1640382132865600,Kim and Park Law llc,Alfonso F Rodriguez,≤100,13
13649914583,Equality Now,"EQUALITY NOW, INC.",≤100,44
1545619075551589,ACE Glass Recycling,ACE Glass Recycling LLC,≤100,2
665751070556235,Captain Holland Jones for Fort Bend County Sheriff,Holland Jones Democratic-Campaign,≤100,15
96315553086,Crop Insurance Keeps America Growing,National Crop Insurance Services,≤100,1
147895212077697,Tonia Reyes Uranga for Long Beach Unified School District Board 2020,Tonia Reyes Uranga for School Board 2020,≤100,25
736883286447268,Supervisor Alfredo Pedroza,Alfredo  Pedroza,≤100,3
55050249566,Economic Opportunity Institute,ECONOMIC OPPORTUNITY INSTITUTE,≤100,3
536608853099667,Autumn Burke,Autumn Burke for Assembly 2020,≤100,2
105224084193838,Mike Cabonargi for Clerk of the Circuit Courts,Friends of Cabonargi,≤100,17
505653766599222,America First with Dr. Sebastian Gorka,Salem Media,≤100,1
133722794545,Generosity.org,Brandon Edward Mcrae,≤100,10
136729426920239,Fund Her,Fund Her PAC,≤100,34
100583918006300,Claire-ity,Harvester Road LLC,≤100,2
73277646827,Trees for the Future,Trees for the Future,≤100,5
186108419168,SEIU Local 503,"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 503, OREGON PUBLIC EMPLOYEES UNION",≤100,4
48740660913,Quirk Books,Quirk Books,≤100,1
2157122777703757,Cindy Gustafson,Cindy Gustafson for Placer County Supervisor District 5,≤100,2
754957944588095,The Cardinal Institute for West Virginia Policy,Cardinal Institute for West Virginia Policy,≤100,5
177427935611993,Arizona List,Arizona List,≤100,2
682497281894450,Whatcom Family Farmers,WHATCOM FAMILY FARMERS,≤100,1
187515796665,Ranch Hand Rescue,Landon Chandler Dickeson,≤100,1
2738187516193923,Rosemary Becchi for Congress,Becchi For Congress,≤100,12
930614256987306,Fair Districts PA,Fair Districts PA,≤100,6
1496982080569668,Thomas McCaffrey: Allstate Insurance,Allstate,≤100,1
443908256041631,Free the States,Free the States Action Fund,≤100,31
2267348890203266,Jim Ardis,Citizens for Jim Ardis,≤100,5
285225202392761,Bluon Solutions,"Bluon, Inc.",≤100,16
336142233246524,Rice Love,Rice Love,≤100,7
872836849741231,Priorities Michigan,Priorities USA,≤100,4
533046343492935,"Geraty, Holub & MacQueen, PLC","Geraty, Holub & MacQueen, PLC",≤100,5
116987410178,Missouri Partnership,MISSOURI PARTNERSHIP,≤100,2
329608033853461,Randolph Health,Randolph Health,≤100,3
1600352356914768,PushBlack,PushBlack,≤100,12
1375618656016062,Deb Haaland for Congress,DEB HAALAND FOR CONGRESS,≤100,2
193889940467,The Foundation for Oklahoma City Public Schools,The Foundation for Oklahoma City Public Schools,≤100,1
206247402752122,Indiana Elite,Kathleen Marie Mc Clure,≤100,3
725129534240173,UCAN,Max Abe Pete,≤100,10
111025563615171,Tom Tiffany,"TIFFANY FOR WISCONSIN, INC.",≤100,1
137194575952,Food Bank of Northern Indiana,Food Bank of Northern Indiana,≤100,3
23516382545,B Corporation,B LAB COMPANY,≤100,3
399672514235336,Floyd McLendon for TX-32,Floyd McLendon for Congress,≤100,6
93209809316,The Prosper Group,The Prosper Group,≤100,3
131556000711972,Willamette Falls Trust,Willamette Falls Trust,≤100,3
905347056195988,Clean Vehicle Rebate Project,Clean Vehicle Rebate Project [Administered by the Center for Sustainable Energy],≤100,3
103285009618,Tennessee Entertainment Commission,Tennessee Entertainment Commission,≤100,5
567520036745628,Oklahomans for Criminal Justice Reform,Oklahomans for Criminal Justice Reform,≤100,1
104853560939069,Ross LaJeunesse for Maine,ROSS FOR MAINE,≤100,5
745910525468062,National Center on Sexual Exploitation,National Center on Sexual Exploitation,≤100,1
116482266383734,L.A. Families Fighting Flavored Tobacco,Tobacco-Free Kids Action Fund,≤100,16
1860766997527997,"Township of North Bergen, NJ",Township of North Bergen,≤100,1
618075838605404,Coalition for Business Development,Coalition for Business Development,≤100,3
23641203189,Show-Me Institute,Show-Me Institute,≤100,5
967055460165792,Maverick Doctor,Avishai Osher White,≤100,2
115161143244198,Eric Esshaki,Esshaki for Congress,≤100,2
182079698493370,Portside,Portside,≤100,14
155512689800,Global Footprint Network,Max Abe Pete,≤100,12
148205145252473,Backcountry Hunters & Anglers,Backcountry Hunters & Anglers,≤100,2
426150724164979,"State Representative Marcus C. Evans, Jr.",Marcus C Evans  Jr,≤100,4
132732160104163,Ford Foundation,"FORD FOUNDATION, THE",≤100,1
503149349748876,John Plecnik,Neighbors for Plecnik,≤100,1
1555589474666782,Devon J. Mathis For Assembly,Devon Mathis for Assembly 2020,≤100,1
945687745477049,Keady 2020,KEADY 2020,≤100,5
313904792135184,Compassion & Choices New York,Compassion and Choices,≤100,18
345751305447288,Daugherty Water for Food Global Institute,Daugherty Water for Food Global Institute,≤100,7
198923770576,Annie Kuster,"KUSTER FOR CONGRESS, INC",≤100,12
113731336694,Goldwater Institute,"GOLDWATER INSTITUTE ,THE",≤100,2
1628922377207463,Randy Feenstra,FEENSTRA FOR CONGRESS,≤100,4
113892789980948,Vipan Bajwa,Vipan Bajwa for State Assembly 2020,≤100,2
102964924453030,Kristy Gnibus,KRISTY FOR CONGRESS,≤100,10
179145905973075,Sophie Ratner Jewelry,Sophie Ratner Jewelry,≤100,12
103012967799090,Kojo for Congress,FRIENDS OF KOJO ASAMOA-CAESAR,≤100,2
103062594500288,One Baltimore Mayor,People for Sean Gresh For Mayor One Baltimore 2020,≤100,4
2202052983148029,Rep. Elissa Slotkin,Office of U.S. Rep. Elissa Slotkin,≤100,2
82116002806,The Task Force for Global Health,"TASK FORCE FOR GLOBAL HEALTH, INC., THE",≤100,1
67518500519,Mississippi Center for Public Policy,Mississippi Center for Public Policy,≤100,9
7100914121,American Experience | PBS,WGBH EDUCATIONAL FOUNDATION,≤100,3
101391906600,Live Action News,Live Action News,≤100,3
379373892662119,US Healthcare Advisors,Healthcare Advisors Group,≤100,2
28729603879,Food Bank of the Rockies,Food Bank of the Rockies,≤100,2
196098536897,Texas Right to Life,Texas Right to Life,≤100,11
1692868424300466,"Socktopus, Ink",Socktopus Ink,≤100,2
97624620788,American Friends of Magen David Adom,AMERICAN FRIENDS OF MAGEN DAVID ADOM,≤100,43
377838212315409,Jamestown S'Klallam Tribe,Jamestown S'Klallam Tribe,≤100,3
191247007554047,Center of the American Experiment,Center of the American Experiment,≤100,5
104242142960296,Marc Lopez Law,Marcelino Gustov Lopez,≤100,3
74202287980,Blue Cross and Blue Shield of New Mexico,Blue Cross and Blue Shield of New Mexico,≤100,3
2078647579047586,Project Pulso,Project Pulso,≤100,2
1731458707172809,Charters for Change,Elevate Chicago,≤100,2
122174836956,Big Cat Rescue,BIG CAT RESCUE CORP.,≤100,13
103190993080573,"Monty G. Murry, Attorney",Monty Gene Murry,≤100,2
316314175449883,Northwest Side GOP Club,Northwest Side GOP Club,≤100,2
201732943491743,Iliana Holguin for County Commissioner PCT 3,Iliana Holguin Campaign,≤100,6
341474199170,AARP Montana,AARP,≤100,1
675471506247724,Adair for Congress,ADAIR FOR CONGRESS,≤100,4
417335028351221,Senator Scott Wilk,Senator Scott Wilk,≤100,5
940653386126953,Standingwithyou.org,Amanda Lord,≤100,4
147486638599345,Urban Teachers,Urban Teachers,≤100,18
357844454633380,Daniel Whitfield for Senate 2020,DANWHITCONGRESS,≤100,2
278806658864439,Americans for Prosperity Illinois,AMERICANS FOR PROSPERITY,≤100,3
1916108188466958,Elad Gross For Missouri,Elad Gross For Missouri,≤100,2
10522915788,Guayakí Yerba Mate,Steven Zachary Karr,≤100,12
100632491353488,Jayhawk Wind,Jayhawk Wind,≤100,33
112053950195158,Kent Scism for Senate,Scism for Senate,≤100,1
341188284587,AARP Alaska,AARP,≤100,1
1011605295608680,Lina Hidalgo,Lina Hidalgo for Harris County,≤100,4
689986317770410,Jesús Andrade for State Senate,Jesús Andrade for State Senate 2020,≤100,4
102413723172970,Nick Adams,Nick Adams,≤100,1
809836039361670,Congressman Kelly Armstrong,Office of Congressman Kelly Armstrong,≤100,2
764284030332485,Abortion Access Front,Abortion Access Front,≤100,1
180024415404279,Pacific Research Institute,Pacific Research Institute,≤100,3
